,Open,High,Low,Close,Volume,Dividends,Stock Splits,compound
2020-01-29,38.37933349609375,39.31999969482422,37.82866668701172,38.732666015625,267022500,0.0,0.0,0.4778401082381218
2020-01-30,42.16133117675781,43.391998291015625,41.20000076293945,42.72066879272461,435085500,0.0,0.0,0.6247600920679871
2020-01-31,42.66666793823242,43.53333282470703,42.167999267578125,43.37133407592773,235789500,0.0,0.0,0.6227214547677251
2020-02-03,44.91266632080078,52.40933227539063,44.90133285522461,52.0,705975000,0.0,0.0,0.5021513733905575
2020-02-04,58.86399841308594,64.59933471679688,55.59199905395508,59.137332916259766,914082000,0.0,0.0,0.5345905372991197
2020-02-05,54.88399887084961,56.39866638183594,46.94066619873047,48.97999954223633,726357000,0.0,0.0,0.5655362976664857
2020-02-06,46.66133117675781,53.05533218383789,45.79999923706055,49.93066787719727,598212000,0.0,0.0,0.5478319208512272
2020-02-07,48.70333480834961,51.31666564941406,48.66666793823242,49.87133407592773,255952500,0.0,0.0,0.5868499999999992
2020-02-10,53.33333206176758,54.66600036621094,50.15999984741211,51.41866683959961,370338000,0.0,0.0,0.5727358947368418
2020-02-11,51.25266647338867,52.23400115966797,50.53333282470703,51.62533187866211,175462500,0.0,0.0,0.5383013832853019
2020-02-12,51.858001708984375,52.650001525878906,50.891334533691406,51.15266799926758,180337500,0.0,0.0,0.5248606662770305
2020-02-13,49.45600128173828,54.53333282470703,49.0,53.59999847412109,394339500,0.0,0.0,0.563459703947368
2020-02-14,52.4813346862793,54.198001861572266,52.36666870117188,53.33533477783203,235405500,0.0,0.0,0.6185473791348597
2020-02-18,56.106666564941406,57.33333206176758,55.490665435791016,57.22666549682617,245725500,0.0,0.0,0.5555168287937736
2020-02-19,61.56666564941406,62.98533248901367,60.06800079345703,61.16133117675781,381345000,0.0,0.0,0.553308140582757
2020-02-20,60.79666519165039,60.79999923706055,57.3293342590332,59.96066665649414,264523500,0.0,0.0,0.5853320428336064
2020-02-21,60.46533203125,60.87066650390625,58.6966667175293,60.06666564941406,214722000,0.0,0.0,0.5844287617168218
2020-02-24,55.93333435058594,57.56666564941406,54.81333160400391,55.58599853515625,227883000,0.0,0.0,0.6385489485981306
2020-02-25,56.59999847412109,57.106666564941406,52.46666717529297,53.32733154296875,259357500,0.0,0.0,0.5864773595505607
2020-02-26,52.16666793823242,54.22066879272461,51.740665435791016,51.91999816894531,211282500,0.0,0.0,0.5985776883266237
2020-02-27,48.66666793823242,49.31800079345703,44.59999847412109,45.26666641235352,364158000,0.0,0.0,0.60169936276741
2020-02-28,41.97999954223633,46.03466796875,40.76800155639648,44.53266525268555,363343500,0.0,0.0,0.6549920101781158
2020-03-02,47.41733169555664,49.5793342590332,45.77799987792969,49.574668884277344,302925000,0.0,0.0,0.5162728935336386
2020-03-03,53.66666793823242,53.79866790771485,47.740665435791016,49.70066833496094,386760000,0.0,0.0,0.5860083485679463
2020-03-04,50.93066787719727,51.10133361816406,48.31533432006836,49.96666717529297,225735000,0.0,0.0,0.5976498985801213
2020-03-05,48.2513313293457,49.71666717529297,47.87133407592773,48.30266571044922,162790500,0.0,0.0,0.5833121239744752
2020-03-06,46.0,47.133331298828125,45.61800003051758,46.89866638183594,189943500,0.0,0.0,0.6101775580395535
2020-03-09,40.35933303833008,44.20000076293945,40.33333206176758,40.53333282470703,256105500,0.0,0.0,0.5961730874316945
2020-03-10,43.96200180053711,44.53333282470703,40.53333282470703,43.02199935913086,233916000,0.0,0.0,0.5926145869947272
2020-03-11,42.68000030517578,43.571998596191406,40.86666870117188,42.28200149536133,199837500,0.0,0.0,0.5922005718954241
2020-03-12,38.72600173950195,39.633331298828125,36.41666793823242,37.369998931884766,283636500,0.0,0.0,0.6102468002585656
2020-03-13,39.66666793823242,40.50466537475586,33.46666717529297,36.44133377075195,339604500,0.0,0.0,0.5580937653814599
2020-03-16,31.299999237060547,32.9913330078125,29.47800064086914,29.67133331298828,307342500,0.0,0.0,0.5559738129496418
2020-03-17,29.333999633789062,31.456666946411133,26.399999618530277,28.68000030517578,359919000,0.0,0.0,0.6151761877172658
2020-03-18,25.933332443237305,26.99066734313965,23.367332458496094,24.08133316040039,356793000,0.0,0.0,0.5543401627572999
2020-03-19,24.979999542236328,30.13333320617676,23.8973331451416,28.50933265686035,452932500,0.0,0.0,0.5545292415949945
2020-03-20,29.21333312988281,31.799999237060547,28.38599967956543,28.50200080871582,424282500,0.0,0.0,0.6424335602094239
2020-03-23,28.906667709350582,29.46666717529297,27.36666679382324,28.952667236328125,246817500,0.0,0.0,0.6147117065127766
2020-03-24,31.81999969482422,34.24599838256836,31.600000381469727,33.66666793823242,343428000,0.0,0.0,0.583285985748219
2020-03-25,36.34999847412109,37.133331298828125,34.07400131225586,35.95000076293945,318340500,0.0,0.0,0.6458904132231403
2020-03-26,36.49266815185547,37.33333206176758,34.150001525878906,35.21066665649414,260710500,0.0,0.0,0.5942308593750003
2020-03-27,33.66666793823242,35.0533332824707,32.935333251953125,34.29066848754883,215661000,0.0,0.0,0.6005693264248697
2020-03-30,34.017333984375,34.44333267211914,32.7486686706543,33.47533416748047,179971500,0.0,0.0,0.6102489062500004
2020-03-31,33.41666793823242,36.19733428955078,33.133331298828125,34.93333435058594,266572500,0.0,0.0,0.5486926439232405
2020-04-01,33.599998474121094,34.26333236694336,31.67333221435547,32.104000091552734,200298000,0.0,0.0,0.5231237843551796
2020-04-02,32.06866836547852,32.95066833496094,29.76000022888184,30.29800033569336,297876000,0.0,0.0,0.5573841070453303
2020-04-03,33.96666717529297,34.36600112915039,31.22599983215332,32.000667572021484,338431500,0.0,0.0,0.6320748242811493
2020-04-06,34.08000183105469,34.733333587646484,33.19733428955078,34.41600036621094,223527000,0.0,0.0,0.6058695044472674
2020-04-07,36.33333206176758,37.66666793823242,35.48933410644531,36.36333465576172,268797000,0.0,0.0,0.5398632075471694
2020-04-08,36.9466667175293,37.14733123779297,35.55533218383789,36.589332580566406,189840000,0.0,0.0,0.6011131782945737
2020-04-09,37.4726676940918,38.345333099365234,37.14066696166992,38.20000076293945,204750000,0.0,0.0,0.568889449003516
2020-04-13,39.34400177001953,43.46666717529297,38.70199966430664,43.39666748046875,337131000,0.0,0.0,0.5719171336206892
2020-04-14,46.59799957275391,49.45866775512695,46.1619987487793,47.32600021362305,458647500,0.0,0.0,0.6054328223270429
2020-04-15,49.46666717529297,50.20866775512695,47.33333206176758,48.65533447265625,353655000,0.0,0.0,0.6278378207824957
2020-04-16,47.79600143432617,50.630001068115234,47.11466598510742,49.68066787719727,309868500,0.0,0.0,0.5808286276715394
2020-04-17,51.48533248901367,51.663333892822266,49.84400177001953,50.25933456420898,196923000,0.0,0.0,0.6322920411985011
2020-04-20,48.8466682434082,51.03799819946289,47.48066711425781,49.75733184814453,221199000,0.0,0.0,0.5562604900459414
2020-04-21,48.67466735839844,50.22200012207031,44.91933441162109,45.78133392333984,303136500,0.0,0.0,0.5896195500387899
2020-04-22,46.93199920654297,48.93333435058594,45.91400146484375,48.80733489990234,212482500,0.0,0.0,0.5378611827141765
2020-04-23,48.50666809082031,48.93333435058594,46.87533187866211,47.04199981689453,198550500,0.0,0.0,0.5577797327394205
2020-04-24,47.387332916259766,48.71533203125,46.54533386230469,48.34333419799805,198180000,0.0,0.0,0.5107018791946306
2020-04-27,49.17399978637695,53.29933166503906,49.0,53.25,310221000,0.0,0.0,0.5736926128590963
2020-04-28,53.042667388916016,53.66666793823242,50.44599914550781,51.27466583251953,228330000,0.0,0.0,0.6281766923736071
2020-04-29,52.678001403808594,53.54666519165039,52.21066665649414,53.367332458496094,243240000,0.0,0.0,0.550738581263093
2020-04-30,57.01266860961914,57.98799896240234,50.900001525878906,52.12533187866211,427078500,0.0,0.0,0.5900304300686666
2020-05-01,50.33333206176758,51.51800155639648,45.5359992980957,46.75466537475586,487977000,0.0,0.0,0.5295887447108598
2020-05-04,46.73333358764648,50.79999923706055,46.53333282470703,50.74599838256836,288556500,0.0,0.0,0.6289835853131738
2020-05-05,52.65266799926758,53.26133346557617,50.8120002746582,51.2140007019043,254875500,0.0,0.0,0.6277770766258848
2020-05-06,51.76666641235352,52.6533317565918,50.740665435791016,52.172000885009766,166848000,0.0,0.0,0.5766736514522816
2020-05-07,51.81399917602539,53.09333419799805,51.4900016784668,52.00266647338867,172915500,0.0,0.0,0.5739559723593284
2020-05-08,52.917999267578125,54.93333435058594,52.46733474731445,54.62799835205078,241297500,0.0,0.0,0.5940576443057716
2020-05-11,52.70066833496094,54.93333435058594,52.33333206176758,54.08599853515625,247794000,0.0,0.0,0.5667296593186376
