Word,Sentiment_Score,scaling_to_range,log_scaling,Z-score,Normalizer
ev,3.796942177110191,0.9034469626304823,1.5679786684781696,0.028291857573767964,0.007263011900518571
business,1.4710423992439752,0.8991447086596704,0.9046400855982256,0.012080053378708627,0.0028138954857637585
former,0.194318434121917,0.8967831319482198,0.17757567465804205,0.003181132139425068,0.00037170360613491605
engineers,0.194318434121917,0.8967831319482198,0.17757567465804205,0.003181132139425068,0.00037170360613491605
developed,0.194318434121917,0.8967831319482198,0.17757567465804205,0.003181132139425068,0.00037170360613491605
revolutionary,0.194318434121917,0.8967831319482198,0.17757567465804205,0.003181132139425068,0.00037170360613491605
gla,0.194318434121917,0.8967831319482198,0.17757567465804205,0.003181132139425068,0.00037170360613491605
bmix,0.1183885124372558,0.896642683159248,0.11188882101874162,0.002651891355014657,0.00022646043437272125
recap,0.1183885124372558,0.896642683159248,0.11188882101874162,0.002651891355014657,0.00022646043437272125
gain,-0.4848895445301526,0.8955267901010902,-0.395340388700499,-0.001553030038332684,-0.0009275249314014832
days,2.0692532981446075,0.9002512289146142,1.121434306654958,0.01624965606435165,0.003958188096783184
permits,0.1183885124372558,0.896642683159248,0.11188882101874162,0.002651891355014657,0.00022646043437272125
lithium,1.5093020807031787,0.8992154782035889,0.920004658982354,0.012346728009440555,0.002887080830387504
dig,0.1183885124372558,0.896642683159248,0.11188882101874162,0.002651891355014657,0.00022646043437272125
brazil,0.4735540497490234,0.8972996385266873,0.38767720372343234,0.005127438325062395,0.0009058417374908853
jan,0.4735540497490234,0.8972996385266873,0.38767720372343234,0.005127438325062395,0.0009058417374908853
analysts,0.2624854519527493,0.896909221569936,0.23308235889524206,0.003656264540292487,0.0005020974437637551
predict,0.1183885124372558,0.896642683159248,0.11188882101874162,0.002651891355014657,0.00022646043437272125
shortage,0.4735540497490234,0.8972996385266873,0.38767720372343234,0.005127438325062395,0.0009058417374908853
electric,0.2501086890470674,0.8968863280738949,0.22323049877182394,0.003569996998283577,0.0004784224516040692
vehicles,1.8482804784582203,0.8998424919604324,1.0467154713053481,0.014709448649020828,0.0035354984312021124
biden,0.8168573860008105,0.8979346521913505,0.5971082976164133,0.0075203043117174385,0.0015625323322847647
announced,4.378300589526703,0.904522310571991,1.682372448721845,0.03234399637997803,0.00837506809492218
government,-0.6933911609048831,0.895141121330877,-0.526733122479857,-0.0030063116505444957,-0.0013263589537198266
fleet,-0.2067313580210546,0.8960413037417082,-0.18791534735217696,0.0003857663353766192,-0.00039544776914671203
cause,-1.3268156648127571,0.8939694659082829,-0.8445006653735457,-0.007421357443759116,-0.0025380101971065254
elon,-47.427320103986276,0.808696626481892,-3.88006411943056,-0.32874747749996613,-0.0907217371919855
musk,5.552296666488971,0.9066938698678356,1.8798156242938737,0.040526891750878584,0.010620756093423299
talked,0.1183885124372558,0.896642683159248,0.11188882101874162,0.002651891355014657,0.00022646043437272125
factory,-0.1638886690062703,0.8961205505479068,-0.15176669955133734,0.000684385085895049,-0.00031349578103362987
obtain,0.1183885124372558,0.896642683159248,0.11188882101874162,0.002651891355014657,0.00022646043437272125
trending,0.1183885124372558,0.896642683159248,0.11188882101874162,0.002651891355014657,0.00022646043437272125
top,2.41380063586422,0.900888543628663,1.2278262266109583,0.018651192892461976,0.004617258289960085
penny,0.5480323375267777,0.8974374022052345,0.43698466482452436,0.005646561044676707,0.0010483081394606348
say,9.995370394320528,0.9149122943116048,2.3974743109627803,0.07149565574719241,0.01911972601576286
buy,20.355127854082,0.9340749031617573,3.0612918913549736,0.14370442460482402,0.03893647281015314
sources,0.1183885124372558,0.896642683159248,0.11188882101874162,0.002651891355014657,0.00022646043437272125
available,0.1183885124372558,0.896642683159248,0.11188882101874162,0.002651891355014657,0.00022646043437272125
amd,2.814195783160492,0.901629160928145,1.338729838624378,0.02144199574234834,0.005383157422492046
big,9.252157844684415,0.9135375621871784,2.327488204860516,0.06631537392908884,0.01769806581109518
upgrades,0.3057308206237896,0.8969892132191271,0.26676289982799584,0.003957690016965964,0.0005848197009510189
coming,6.502309609148927,0.9084511239824695,2.01521092102257,0.04714859744763248,0.012437996121407452
guidance,0.980748464105907,0.8982378041363603,0.6834747854525423,0.008662645049199478,0.0018760327215827895
nvda,0.3057308206237896,0.8969892132191271,0.26676289982799584,0.003957690016965964,0.0005848197009510189
help,2.572205412763128,0.9011815474746989,1.2731831677334808,0.0197552934436057,0.004920264163120732
kill,-0.1936363385749497,0.896065525808345,-0.17700439452048086,0.00047704021278569057,-0.000370398854088709
shorts,28.420960837496363,0.9489944032670606,3.3817073739702512,0.19992426100599775,0.05436526740684094
love,-3.584052640619184,0.8897942186191948,-1.5225834629021713,-0.023154573561606197,-0.00685578440931488
much,28.457350366653507,0.9490617135603939,3.382943466957509,0.20017790044784303,0.05443487541533681
riding,0.4020294765503961,0.8971673383811768,0.33792081303503285,0.004628903355126975,0.0007690253726136845
ctrm,0.4020294765503961,0.8971673383811768,0.33792081303503285,0.004628903355126975,0.0007690253726136845
couldnt,1.1395189451255845,0.8985314844311499,0.7605810117668618,0.009769294602521052,0.002179738134862121
break,2.223939294399353,0.9005373540726924,1.170603995186511,0.01732783626233947,0.004254080469970932
flash,0.3683079073556012,0.8971049630560012,0.3135748723503154,0.00439385991854447,0.000704520793154336
crash,-0.323481723833404,0.8958253487252067,-0.28026593362360247,-0.00042799790685902684,-0.0006187746613487845
recovered,0.3683079073556012,0.8971049630560012,0.3135748723503154,0.00439385991854447,0.000704520793154336
tremendously,0.3683079073556012,0.8971049630560012,0.3135748723503154,0.00439385991854447,0.000704520793154336
mooning,0.3683079073556012,0.8971049630560012,0.3135748723503154,0.00439385991854447,0.000704520793154336
nmgrf,1.277672586169711,0.898787029427723,0.823154126060146,0.010732242274968318,0.002444006457159077
initial,0.5921515159914801,0.8975190101543581,0.4650862562549767,0.00595407708183494,0.0011327018708590197
usd,0.5678544827420937,0.8974740675438593,0.44970811324795906,0.005784723806466704,0.0010862250920707008
averaged,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
keep,9.99877557890126,0.914918592935915,2.397783955593864,0.07151939029766453,0.019126239650940773
buying,-6.524157235030502,0.8843558601885008,-2.0181188090182087,-0.04364745999255897,-0.01247978753127736
easy,-3.688316486230621,0.8896013601185566,-1.5450735598575038,-0.023881305240142748,-0.007055226359217326
mining,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
approval,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
nasdaq,-1.616443136729472,0.8934337373472471,-0.9618158140235405,-0.009440096131000138,-0.0030920264757661096
listing,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
partnership,0.8435503910372314,0.8979840266691348,0.6116932727569055,0.007706357801702801,0.0016135922653037291
someone,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
teslagmford,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
mention,-0.1131313225352985,0.8962144372224233,-0.10717705503245063,0.0010381699610125322,-0.00021640417566765385
hundreds,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
specialty,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
companies,3.5148181961802853,0.9029251133965783,1.50736491943149,0.026325419130851804,0.0067233487359678
crystal,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
ball,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
however,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
conservative,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
x,0.0,0.8964236980367682,-0.0,0.001826709031665411,0.0
early,-0.1004901913718262,0.8962378197246538,-0.09575570906126644,0.0011262801819156374,-0.00019222348452365727
excellent,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
execute,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
plans,0.5251083568315031,0.8973949993519768,0.4220654611951853,0.005486778112523003,0.001004457815481312
wildcard,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
nda,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
signed,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
could,-19.112932517689917,0.8610702014671408,-3.001363017006599,-0.13139275404186093,-0.03656032930041685
propel,0.1419636206855234,0.896686290413541,0.13274925493440098,0.002816212725365734,0.00027155627301767515
cciv,0.5138828643369531,0.8973742353792044,0.4146777836846253,0.005408535065231556,0.0009829850403443594
davos,0.1831822733677713,0.8967625332137945,0.16820765036152893,0.003103511745223672,0.00035040170994828345
desert,0.1831822733677713,0.8967625332137945,0.16820765036152893,0.003103511745223672,0.00035040170994828345
starts,0.5852202560010491,0.8975061892920405,0.4607233604514988,0.005905765357116947,0.0011194433534921836
runs,0.1831822733677713,0.8967625332137945,0.16820765036152893,0.003103511745223672,0.00035040170994828345
thru,-0.2949663988419,0.89587809397732,-0.2584847479746443,-0.00022924262526007256,-0.0005642288886980999
th,0.8673604694844799,0.898028068551558,0.6245259200980345,0.007872316942904455,0.001659137568615739
